serial,timestamp,gameid,value,,,
355,"Date:  Wed, 01 Jan 2020 02:57:42 GMT6 months ago",Game #2700230, 2.34x,,,
356,"Date:  Wed, 01 Jan 2020 02:58:03 GMT6 months ago",Game #2700231, 73.52x,,,
357,"Date:  Wed, 01 Jan 2020 02:59:13 GMT6 months ago",Game #2700232, 2.08x,,,
358,"Date:  Wed, 01 Jan 2020 02:59:32 GMT6 months ago",Game #2700233, 1.07x,,,
359,"Date:  Wed, 01 Jan 2020 02:59:41 GMT6 months ago",Game #2700234, 19.05x,,,
360,"Date:  Wed, 01 Jan 2020 03:00:32 GMT6 months ago",Game #2700235, 1.27x,,,
361,"Date:  Wed, 01 Jan 2020 03:00:43 GMT6 months ago",Game #2700236, 3.05x,,,
362,"Date:  Wed, 01 Jan 2020 03:01:08 GMT6 months ago",Game #2700237, 1x,,,
363,"Date:  Wed, 01 Jan 2020 03:01:16 GMT6 months ago",Game #2700238, 1.22x,,,
364,"Date:  Wed, 01 Jan 2020 03:01:27 GMT6 months ago",Game #2700239, 1.78x,,,
365,"Date:  Wed, 01 Jan 2020 03:01:44 GMT6 months ago",Game #2700240, 1.26x,,,
366,"Date:  Wed, 01 Jan 2020 03:01:55 GMT6 months ago",Game #2700241, 2.47x,,,
367,"Date:  Wed, 01 Jan 2020 03:02:17 GMT6 months ago",Game #2700242, 2.31x,,,
368,"Date:  Wed, 01 Jan 2020 03:02:37 GMT6 months ago",Game #2700243, 17.35x,,,
369,"Date:  Wed, 01 Jan 2020 03:03:26 GMT6 months ago",Game #2700244, 15.75x,,,
370,"Date:  Wed, 01 Jan 2020 03:04:14 GMT6 months ago",Game #2700245, 5.81x,,,
371,NAN,NAN,NAN,,,
372,"Date:  Wed, 01 Jan 2020 03:05:25 GMT6 months ago",Game #2700247, 3.93x,,,
373,"Date:  Wed, 01 Jan 2020 03:05:53 GMT6 months ago",Game #2700248, 2.07x,,,
374,"Date:  Wed, 01 Jan 2020 03:06:12 GMT6 months ago",Game #2700249, 3.76x,,,
375,"Date:  Wed, 01 Jan 2020 03:06:39 GMT6 months ago",Game #2700250, 1.01x,,,
376,"Date:  Wed, 01 Jan 2020 03:06:47 GMT6 months ago",Game #2700251, 1.61x,,,
377,"Date:  Wed, 01 Jan 2020 03:07:03 GMT6 months ago",Game #2700252, 1.05x,,,
378,"Date:  Wed, 01 Jan 2020 03:07:12 GMT6 months ago",Game #2700253, 12.1x,,,
379,"Date:  Wed, 01 Jan 2020 03:07:56 GMT6 months ago",Game #2700254, 11.28x,,,
380,"Date:  Wed, 01 Jan 2020 03:08:39 GMT6 months ago",Game #2700255, 1.11x,,,
381,"Date:  Wed, 01 Jan 2020 03:08:49 GMT6 months ago",Game #2700256, 1.61x,,,
382,"Date:  Wed, 01 Jan 2020 03:09:04 GMT6 months ago",Game #2700257, 7.78x,,,
383,"Date:  Wed, 01 Jan 2020 03:09:42 GMT6 months ago",Game #2700258, 1.44x,,,
384,"Date:  Wed, 01 Jan 2020 03:09:55 GMT6 months ago",Game #2700259, 1.07x,,,
385,"Date:  Wed, 01 Jan 2020 03:10:05 GMT6 months ago",Game #2700260, 3.81x,,,
386,"Date:  Wed, 01 Jan 2020 03:10:32 GMT6 months ago",Game #2700261, 1.04x,,,
387,"Date:  Wed, 01 Jan 2020 03:10:41 GMT6 months ago",Game #2700262, 6.65x,,,
388,"Date:  Wed, 01 Jan 2020 03:11:17 GMT6 months ago",Game #2700263, 1x,,,
389,"Date:  Wed, 01 Jan 2020 03:11:25 GMT6 months ago",Game #2700264, 1.27x,,,
390,"Date:  Wed, 01 Jan 2020 03:11:37 GMT6 months ago",Game #2700265, 2.98x,,,
391,"Date:  Wed, 01 Jan 2020 03:12:01 GMT6 months ago",Game #2700266, 2.17x,,,
392,"Date:  Wed, 01 Jan 2020 03:12:20 GMT6 months ago",Game #2700267, 1x,,,
393,"Date:  Wed, 01 Jan 2020 03:12:28 GMT6 months ago",Game #2700268, 6.04x,,,
394,"Date:  Wed, 01 Jan 2020 03:13:03 GMT6 months ago",Game #2700269, 9.11x,,,
395,"Date:  Wed, 01 Jan 2020 03:13:43 GMT6 months ago",Game #2700270, 1.96x,,,
396,"Date:  Wed, 01 Jan 2020 03:14:01 GMT6 months ago",Game #2700271, 2.01x,,,
397,"Date:  Wed, 01 Jan 2020 03:14:19 GMT6 months ago",Game #2700272, 10.7x,,,
398,"Date:  Wed, 01 Jan 2020 03:15:01 GMT6 months ago",Game #2700273, 1x,,,
399,"Date:  Wed, 01 Jan 2020 03:15:10 GMT6 months ago",Game #2700274, 2.26x,,,
400,"Date:  Wed, 01 Jan 2020 03:15:30 GMT6 months ago",Game #2700275, 2.69x,,,
401,"Date:  Wed, 01 Jan 2020 03:15:52 GMT6 months ago",Game #2700276, 1.35x,,,
402,"Date:  Wed, 01 Jan 2020 03:16:05 GMT6 months ago",Game #2700277, 67.33x,,,
403,"Date:  Wed, 01 Jan 2020 03:17:14 GMT6 months ago",Game #2700278, 1.51x,,,
404,"Date:  Wed, 01 Jan 2020 03:17:28 GMT6 months ago",Game #2700279, 1.45x,,,
405,"Date:  Wed, 01 Jan 2020 03:17:42 GMT6 months ago",Game #2700280, 1.18x,,,
406,"Date:  Wed, 01 Jan 2020 03:17:52 GMT6 months ago",Game #2700281, 2.84x,,,
407,"Date:  Wed, 01 Jan 2020 03:18:16 GMT6 months ago",Game #2700282, 2.32x,,,
408,"Date:  Wed, 01 Jan 2020 03:18:36 GMT6 months ago",Game #2700283, 1.59x,,,
409,"Date:  Wed, 01 Jan 2020 03:18:51 GMT6 months ago",Game #2700284, 3.72x,,,
410,"Date:  Wed, 01 Jan 2020 03:19:18 GMT6 months ago",Game #2700285, 1.94x,,,
411,"Date:  Wed, 01 Jan 2020 03:19:36 GMT6 months ago",Game #2700286, 4.04x,,,
412,"Date:  Wed, 01 Jan 2020 03:20:04 GMT6 months ago",Game #2700287, 4.75x,,,
413,"Date:  Wed, 01 Jan 2020 03:20:35 GMT6 months ago",Game #2700288, 1x,,,
414,"Date:  Wed, 01 Jan 2020 03:20:44 GMT6 months ago",Game #2700289, 7.59x,,,
415,"Date:  Wed, 01 Jan 2020 03:21:21 GMT6 months ago",Game #2700290, 4.13x,,,
416,"Date:  Wed, 01 Jan 2020 03:21:50 GMT6 months ago",Game #2700291, 2.27x,,,
417,"Date:  Wed, 01 Jan 2020 03:22:10 GMT6 months ago",Game #2700292, 1.1x,,,
418,"Date:  Wed, 01 Jan 2020 03:22:20 GMT6 months ago",Game #2700293, 3.97x,,,
419,"Date:  Wed, 01 Jan 2020 03:22:48 GMT6 months ago",Game #2700294, 1.51x,,,
420,"Date:  Wed, 01 Jan 2020 03:23:02 GMT6 months ago",Game #2700295, 1.01x,,,
421,"Date:  Wed, 01 Jan 2020 03:23:10 GMT6 months ago",Game #2700296, 8.07x,,,
422,"Date:  Wed, 01 Jan 2020 03:23:49 GMT6 months ago",Game #2700297, 1.8x,,,
423,"Date:  Wed, 01 Jan 2020 03:24:06 GMT6 months ago",Game #2700298, 1.22x,,,
424,"Date:  Wed, 01 Jan 2020 03:24:17 GMT6 months ago",Game #2700299, 5.35x,,,
425,"Date:  Wed, 01 Jan 2020 03:24:49 GMT6 months ago",Game #2700300, 1.68x,,,
426,"Date:  Wed, 01 Jan 2020 03:25:05 GMT6 months ago",Game #2700301, 1x,,,
427,"Date:  Wed, 01 Jan 2020 03:25:13 GMT6 months ago",Game #2700302, 2.3x,,,
428,"Date:  Wed, 01 Jan 2020 03:25:33 GMT6 months ago",Game #2700303, 1.23x,,,
429,"Date:  Wed, 01 Jan 2020 03:25:45 GMT6 months ago",Game #2700304, 2.94x,,,
430,"Date:  Wed, 01 Jan 2020 03:26:09 GMT6 months ago",Game #2700305, 1.88x,,,
431,"Date:  Wed, 01 Jan 2020 03:26:26 GMT6 months ago",Game #2700306, 5.65x,,,
432,"Date:  Wed, 01 Jan 2020 03:26:59 GMT6 months ago",Game #2700307, 1.26x,,,
433,"Date:  Wed, 01 Jan 2020 03:27:11 GMT6 months ago",Game #2700308, 13.03x,,,
434,"Date:  Wed, 01 Jan 2020 03:27:56 GMT6 months ago",Game #2700309, 5.01x,,,
435,"Date:  Wed, 01 Jan 2020 03:28:27 GMT6 months ago",Game #2700310, 1.03x,,,
436,"Date:  Wed, 01 Jan 2020 03:28:36 GMT6 months ago",Game #2700311, 1.76x,,,
437,"Date:  Wed, 01 Jan 2020 03:28:53 GMT6 months ago",Game #2700312, 1.65x,,,
438,"Date:  Wed, 01 Jan 2020 03:29:08 GMT6 months ago",Game #2700313, 19.12x,,,
439,"Date:  Wed, 01 Jan 2020 03:29:59 GMT6 months ago",Game #2700314, 2.97x,,,
440,"Date:  Wed, 01 Jan 2020 03:30:23 GMT6 months ago",Game #2700315, 1.66x,,,
441,"Date:  Wed, 01 Jan 2020 03:30:38 GMT6 months ago",Game #2700316, 17.46x,,,
442,"Date:  Wed, 01 Jan 2020 03:31:28 GMT6 months ago",Game #2700317, 2.64x,,,
443,"Date:  Wed, 01 Jan 2020 03:31:50 GMT6 months ago",Game #2700318, 5.97x,,,
444,"Date:  Wed, 01 Jan 2020 03:32:24 GMT6 months ago",Game #2700319, 2.3x,,,
445,"Date:  Wed, 01 Jan 2020 03:32:45 GMT6 months ago",Game #2700320, 9.98x,,,
446,"Date:  Wed, 01 Jan 2020 03:33:26 GMT6 months ago",Game #2700321, 1.13x,,,
447,"Date:  Wed, 01 Jan 2020 03:33:36 GMT6 months ago",Game #2700322, 1.1x,,,
448,"Date:  Wed, 01 Jan 2020 03:33:46 GMT6 months ago",Game #2700323, 2x,,,
449,"Date:  Wed, 01 Jan 2020 03:34:04 GMT6 months ago",Game #2700324, 1.08x,,,
450,"Date:  Wed, 01 Jan 2020 03:34:14 GMT6 months ago",Game #2700325, 1.05x,,,
451,"Date:  Wed, 01 Jan 2020 03:34:23 GMT6 months ago",Game #2700326, 1.54x,,,
452,"Date:  Wed, 01 Jan 2020 03:34:37 GMT6 months ago",Game #2700327, 3.37x,,,
453,"Date:  Wed, 01 Jan 2020 03:35:03 GMT6 months ago",Game #2700328, 1.4x,,,
454,"Date:  Wed, 01 Jan 2020 03:35:16 GMT6 months ago",Game #2700329, 1.08x,,,
455,"Date:  Wed, 01 Jan 2020 03:35:26 GMT6 months ago",Game #2700330, 10.77x,,,
456,"Date:  Wed, 01 Jan 2020 03:36:08 GMT6 months ago",Game #2700331, 8.51x,,,
457,"Date:  Wed, 01 Jan 2020 03:36:47 GMT6 months ago",Game #2700332, 8.74x,,,
458,"Date:  Wed, 01 Jan 2020 03:37:27 GMT6 months ago",Game #2700333, 1.25x,,,
459,"Date:  Wed, 01 Jan 2020 03:37:38 GMT6 months ago",Game #2700334, 1.13x,,,
460,"Date:  Wed, 01 Jan 2020 03:37:48 GMT6 months ago",Game #2700335, 1.26x,,,
461,"Date:  Wed, 01 Jan 2020 03:38:00 GMT6 months ago",Game #2700336, 1.75x,,,
462,"Date:  Wed, 01 Jan 2020 03:38:16 GMT6 months ago",Game #2700337, 1x,,,
463,"Date:  Wed, 01 Jan 2020 03:38:24 GMT6 months ago",Game #2700338, 1.03x,,,
464,"Date:  Wed, 01 Jan 2020 03:38:33 GMT6 months ago",Game #2700339, 1.46x,,,
465,"Date:  Wed, 01 Jan 2020 03:38:47 GMT6 months ago",Game #2700340, 1.84x,,,
466,"Date:  Wed, 01 Jan 2020 03:39:04 GMT6 months ago",Game #2700341, 3.44x,,,
467,"Date:  Wed, 01 Jan 2020 03:39:30 GMT6 months ago",Game #2700342, 1.63x,,,
468,"Date:  Wed, 01 Jan 2020 03:39:45 GMT6 months ago",Game #2700343, 7.72x,,,
469,"Date:  Wed, 01 Jan 2020 03:40:23 GMT6 months ago",Game #2700344, 5.7x,,,
470,NAN,NAN,NAN,,,
471,"Date:  Wed, 01 Jan 2020 03:41:17 GMT6 months ago",Game #2700346, 1.89x,,,
472,"Date:  Wed, 01 Jan 2020 03:41:35 GMT6 months ago",Game #2700347, 3.12x,,,
473,"Date:  Wed, 01 Jan 2020 03:42:00 GMT6 months ago",Game #2700348, 1.87x,,,
474,"Date:  Wed, 01 Jan 2020 03:42:17 GMT6 months ago",Game #2700349, 1.22x,,,
475,"Date:  Wed, 01 Jan 2020 03:42:28 GMT6 months ago",Game #2700350, 3.93x,,,
476,"Date:  Wed, 01 Jan 2020 03:42:56 GMT6 months ago",Game #2700351, 2.55x,,,
477,"Date:  Wed, 01 Jan 2020 03:43:18 GMT6 months ago",Game #2700352, 4.32x,,,
478,"Date:  Wed, 01 Jan 2020 03:43:47 GMT6 months ago",Game #2700353, 1.68x,,,
479,"Date:  Wed, 01 Jan 2020 03:44:03 GMT6 months ago",Game #2700354, 1.46x,,,
480,"Date:  Wed, 01 Jan 2020 03:44:17 GMT6 months ago",Game #2700355, 2.2x,,,
481,"Date:  Wed, 01 Jan 2020 03:44:36 GMT6 months ago",Game #2700356, 2.67x,,,
482,"Date:  Wed, 01 Jan 2020 03:44:59 GMT6 months ago",Game #2700357, 1.61x,,,
483,"Date:  Wed, 01 Jan 2020 03:45:14 GMT6 months ago",Game #2700358, 1.22x,,,
484,"Date:  Wed, 01 Jan 2020 03:45:25 GMT6 months ago",Game #2700359, 1.17x,,,
485,"Date:  Wed, 01 Jan 2020 03:45:36 GMT6 months ago",Game #2700360, 1.15x,,,
486,"Date:  Wed, 01 Jan 2020 03:45:46 GMT6 months ago",Game #2700361, 4.12x,,,
487,"Date:  Wed, 01 Jan 2020 03:46:15 GMT6 months ago",Game #2700362, 4.66x,,,
488,"Date:  Wed, 01 Jan 2020 03:46:45 GMT6 months ago",Game #2700363, 9.25x,,,
489,"Date:  Wed, 01 Jan 2020 03:47:25 GMT6 months ago",Game #2700364, 1.68x,,,
490,"Date:  Wed, 01 Jan 2020 03:47:41 GMT6 months ago",Game #2700365, 1.71x,,,
491,"Date:  Wed, 01 Jan 2020 03:47:57 GMT6 months ago",Game #2700366, 18.25x,,,
492,"Date:  Wed, 01 Jan 2020 03:48:47 GMT6 months ago",Game #2700367, 1.09x,,,
493,"Date:  Wed, 01 Jan 2020 03:48:57 GMT6 months ago",Game #2700368, 1.67x,,,
494,NAN,NAN,NAN,,,
495,NAN,NAN,NAN,,,
496,"Date:  Wed, 01 Jan 2020 03:49:30 GMT6 months ago",Game #2700371, 1.03x,,,
497,"Date:  Wed, 01 Jan 2020 03:49:39 GMT6 months ago",Game #2700372, 1.35x,,,
498,"Date:  Wed, 01 Jan 2020 03:49:52 GMT6 months ago",Game #2700373, 3.52x,,,
499,"Date:  Wed, 01 Jan 2020 03:50:18 GMT6 months ago",Game #2700374, 1.93x,,,
500,"Date:  Wed, 01 Jan 2020 03:50:36 GMT6 months ago",Game #2700375, 1.2x,,,
501,"Date:  Wed, 01 Jan 2020 03:50:47 GMT6 months ago",Game #2700376, 2.02x,,,
502,"Date:  Wed, 01 Jan 2020 03:51:05 GMT6 months ago",Game #2700377, 1.19x,,,
503,"Date:  Wed, 01 Jan 2020 03:51:16 GMT6 months ago",Game #2700378, 1.3x,,,
504,"Date:  Wed, 01 Jan 2020 03:51:28 GMT6 months ago",Game #2700379, 2.55x,,,
505,"Date:  Wed, 01 Jan 2020 03:51:50 GMT6 months ago",Game #2700380, 5.24x,,,
506,"Date:  Wed, 01 Jan 2020 03:52:22 GMT6 months ago",Game #2700381, 1.39x,,,
507,"Date:  Wed, 01 Jan 2020 03:52:35 GMT6 months ago",Game #2700382, 1.47x,,,
508,"Date:  Wed, 01 Jan 2020 03:52:49 GMT6 months ago",Game #2700383, 9.13x,,,
509,"Date:  Wed, 01 Jan 2020 03:53:29 GMT6 months ago",Game #2700384, 3.37x,,,
510,"Date:  Wed, 01 Jan 2020 03:53:55 GMT6 months ago",Game #2700385, 1.25x,,,
511,"Date:  Wed, 01 Jan 2020 03:54:07 GMT6 months ago",Game #2700386, 1.31x,,,
512,"Date:  Wed, 01 Jan 2020 03:54:19 GMT6 months ago",Game #2700387, 1.59x,,,
513,"Date:  Wed, 01 Jan 2020 03:54:34 GMT6 months ago",Game #2700388, 1.51x,,,
514,"Date:  Wed, 01 Jan 2020 03:54:48 GMT6 months ago",Game #2700389, 3.29x,,,
515,"Date:  Wed, 01 Jan 2020 03:55:14 GMT6 months ago",Game #2700390, 2.16x,,,
516,"Date:  Wed, 01 Jan 2020 03:55:33 GMT6 months ago",Game #2700391, 1.23x,,,
517,"Date:  Wed, 01 Jan 2020 03:55:44 GMT6 months ago",Game #2700392, 1.15x,,,
518,"Date:  Wed, 01 Jan 2020 03:55:55 GMT6 months ago",Game #2700393, 1.7x,,,
519,"Date:  Wed, 01 Jan 2020 03:56:11 GMT6 months ago",Game #2700394, 1.25x,,,
520,"Date:  Wed, 01 Jan 2020 03:56:22 GMT6 months ago",Game #2700395, 3.06x,,,
521,"Date:  Wed, 01 Jan 2020 03:56:47 GMT6 months ago",Game #2700396, 1.35x,,,
522,"Date:  Wed, 01 Jan 2020 03:56:59 GMT6 months ago",Game #2700397, 1.1x,,,
523,"Date:  Wed, 01 Jan 2020 03:57:09 GMT6 months ago",Game #2700398, 1.64x,,,
524,"Date:  Wed, 01 Jan 2020 03:57:24 GMT6 months ago",Game #2700399, 6.42x,,,
525,"Date:  Wed, 01 Jan 2020 03:57:59 GMT6 months ago",Game #2700400, 20.53x,,,
526,"Date:  Wed, 01 Jan 2020 03:58:51 GMT6 months ago",Game #2700401, 2.31x,,,
527,"Date:  Wed, 01 Jan 2020 03:59:11 GMT6 months ago",Game #2700402, 6.91x,,,
528,"Date:  Wed, 01 Jan 2020 03:59:47 GMT6 months ago",Game #2700403, 1.03x,,,
529,"Date:  Wed, 01 Jan 2020 03:59:56 GMT6 months ago",Game #2700404, 1.13x,,,
530,"Date:  Wed, 01 Jan 2020 04:00:06 GMT6 months ago",Game #2700405, 1.13x,,,
531,"Date:  Wed, 01 Jan 2020 04:00:16 GMT6 months ago",Game #2700406, 9.43x,,,
532,"Date:  Wed, 01 Jan 2020 04:00:57 GMT6 months ago",Game #2700407, 2.05x,,,
533,"Date:  Wed, 01 Jan 2020 04:01:16 GMT6 months ago",Game #2700408, 1.03x,,,
534,"Date:  Wed, 01 Jan 2020 04:01:24 GMT6 months ago",Game #2700409, 11.89x,,,
535,"Date:  Wed, 01 Jan 2020 04:02:08 GMT6 months ago",Game #2700410, 2.19x,,,
536,"Date:  Wed, 01 Jan 2020 04:02:28 GMT6 months ago",Game #2700411, 1.69x,,,
537,"Date:  Wed, 01 Jan 2020 04:02:44 GMT6 months ago",Game #2700412, 1.21x,,,
538,"Date:  Wed, 01 Jan 2020 04:02:55 GMT6 months ago",Game #2700413, 4.17x,,,
539,"Date:  Wed, 01 Jan 2020 04:03:24 GMT6 months ago",Game #2700414, 1.03x,,,
540,"Date:  Wed, 01 Jan 2020 04:03:32 GMT6 months ago",Game #2700415, 4.25x,,,
541,"Date:  Wed, 01 Jan 2020 04:04:02 GMT6 months ago",Game #2700416, 4.38x,,,
542,"Date:  Wed, 01 Jan 2020 04:04:31 GMT6 months ago",Game #2700417, 140.24x,,,
543,"Date:  Wed, 01 Jan 2020 04:05:51 GMT6 months ago",Game #2700418, 61.75x,,,
544,"Date:  Wed, 01 Jan 2020 04:06:58 GMT6 months ago",Game #2700419, 3.02x,,,
545,"Date:  Wed, 01 Jan 2020 04:07:22 GMT6 months ago",Game #2700420, 1.35x,,,
546,"Date:  Wed, 01 Jan 2020 04:07:35 GMT6 months ago",Game #2700421, 63.17x,,,
547,NAN,NAN,NAN,,,
548,"Date:  Wed, 01 Jan 2020 04:08:54 GMT6 months ago",Game #2700423, 1.06x,,,
549,"Date:  Wed, 01 Jan 2020 04:09:03 GMT6 months ago",Game #2700424, 15.43x,,,
550,"Date:  Wed, 01 Jan 2020 04:09:51 GMT6 months ago",Game #2700425, 18.21x,,,
551,"Date:  Wed, 01 Jan 2020 04:10:41 GMT6 months ago",Game #2700426, 1.17x,,,
552,"Date:  Wed, 01 Jan 2020 04:10:52 GMT6 months ago",Game #2700427, 13.78x,,,
553,"Date:  Wed, 01 Jan 2020 04:11:38 GMT6 months ago",Game #2700428, 9.48x,,,
554,"Date:  Wed, 01 Jan 2020 04:12:18 GMT6 months ago",Game #2700429, 1.19x,,,
555,NAN,NAN,NAN,,,
556,"Date:  Wed, 01 Jan 2020 04:12:49 GMT6 months ago",Game #2700431, 1.09x,,,
557,"Date:  Wed, 01 Jan 2020 04:12:59 GMT6 months ago",Game #2700432, 1.35x,,,
558,"Date:  Wed, 01 Jan 2020 04:13:11 GMT6 months ago",Game #2700433, 1.57x,,,
559,"Date:  Wed, 01 Jan 2020 04:13:26 GMT6 months ago",Game #2700434, 13.78x,,,
560,"Date:  Wed, 01 Jan 2020 04:14:12 GMT6 months ago",Game #2700435, 5.45x,,,
561,"Date:  Wed, 01 Jan 2020 04:14:45 GMT6 months ago",Game #2700436, 5.77x,,,
562,"Date:  Wed, 01 Jan 2020 04:15:19 GMT6 months ago",Game #2700437, 3.17x,,,
563,"Date:  Wed, 01 Jan 2020 04:15:44 GMT6 months ago",Game #2700438, 3.03x,,,
564,"Date:  Wed, 01 Jan 2020 04:16:08 GMT6 months ago",Game #2700439, 5.35x,,,
565,NAN,NAN,NAN,,,
566,"Date:  Wed, 01 Jan 2020 04:16:57 GMT6 months ago",Game #2700441, 1x,,,
567,"Date:  Wed, 01 Jan 2020 04:17:05 GMT6 months ago",Game #2700442, 3.83x,,,
568,"Date:  Wed, 01 Jan 2020 04:17:33 GMT6 months ago",Game #2700443, 4.39x,,,
569,"Date:  Wed, 01 Jan 2020 04:18:02 GMT6 months ago",Game #2700444, 1.17x,,,
570,"Date:  Wed, 01 Jan 2020 04:18:13 GMT6 months ago",Game #2700445, 1.04x,,,
571,"Date:  Wed, 01 Jan 2020 04:18:22 GMT6 months ago",Game #2700446, 10x,,,
572,"Date:  Wed, 01 Jan 2020 04:19:03 GMT6 months ago",Game #2700447, 1.08x,,,
573,"Date:  Wed, 01 Jan 2020 04:19:13 GMT6 months ago",Game #2700448, 8.48x,,,
574,"Date:  Wed, 01 Jan 2020 04:19:52 GMT6 months ago",Game #2700449, 3.06x,,,
575,"Date:  Wed, 01 Jan 2020 04:20:16 GMT6 months ago",Game #2700450, 4.23x,,,
576,"Date:  Wed, 01 Jan 2020 04:20:45 GMT6 months ago",Game #2700451, 1.17x,,,
577,"Date:  Wed, 01 Jan 2020 04:20:56 GMT6 months ago",Game #2700452, 1.16x,,,
578,"Date:  Wed, 01 Jan 2020 04:21:06 GMT6 months ago",Game #2700453, 97.41x,,,
579,"Date:  Wed, 01 Jan 2020 04:22:21 GMT6 months ago",Game #2700454, 1.58x,,,
580,"Date:  Wed, 01 Jan 2020 04:22:36 GMT6 months ago",Game #2700455, 2.72x,,,
581,"Date:  Wed, 01 Jan 2020 04:22:58 GMT6 months ago",Game #2700456, 1.66x,,,
582,"Date:  Wed, 01 Jan 2020 04:23:14 GMT6 months ago",Game #2700457, 1.03x,,,
583,"Date:  Wed, 01 Jan 2020 04:23:23 GMT6 months ago",Game #2700458, 6.49x,,,
584,"Date:  Wed, 01 Jan 2020 04:23:58 GMT6 months ago",Game #2700459, 2.07x,,,
585,"Date:  Wed, 01 Jan 2020 04:24:17 GMT6 months ago",Game #2700460, 1.24x,,,
586,"Date:  Wed, 01 Jan 2020 04:24:28 GMT6 months ago",Game #2700461, 1.85x,,,
587,"Date:  Wed, 01 Jan 2020 04:24:45 GMT6 months ago",Game #2700462, 1.02x,,,
588,"Date:  Wed, 01 Jan 2020 04:24:54 GMT6 months ago",Game #2700463, 1.07x,,,
589,"Date:  Wed, 01 Jan 2020 04:25:03 GMT6 months ago",Game #2700464, 1.1x,,,
590,"Date:  Wed, 01 Jan 2020 04:25:13 GMT6 months ago",Game #2700465, 1.14x,,,
591,"Date:  Wed, 01 Jan 2020 04:25:23 GMT6 months ago",Game #2700466, 1.56x,,,
592,"Date:  Wed, 01 Jan 2020 04:25:38 GMT6 months ago",Game #2700467, 1.97x,,,
593,"Date:  Wed, 01 Jan 2020 04:25:56 GMT6 months ago",Game #2700468, 35.61x,,,
594,"Date:  Wed, 01 Jan 2020 04:26:55 GMT6 months ago",Game #2700469, 3.55x,,,
595,"Date:  Wed, 01 Jan 2020 04:27:22 GMT6 months ago",Game #2700470, 1.29x,,,
596,"Date:  Wed, 01 Jan 2020 04:27:34 GMT6 months ago",Game #2700471, 5.23x,,,
597,NAN,NAN,NAN,,,
598,NAN,NAN,NAN,,,
599,"Date:  Wed, 01 Jan 2020 04:29:16 GMT6 months ago",Game #2700474, 1.56x,,,
600,"Date:  Wed, 01 Jan 2020 04:29:31 GMT6 months ago",Game #2700475, 3.25x,,,
601,"Date:  Wed, 01 Jan 2020 04:29:56 GMT6 months ago",Game #2700476, 1x,,,
602,"Date:  Wed, 01 Jan 2020 04:30:04 GMT6 months ago",Game #2700477, 2.57x,,,
603,"Date:  Wed, 01 Jan 2020 04:30:26 GMT6 months ago",Game #2700478, 3.2x,,,
604,"Date:  Wed, 01 Jan 2020 04:30:51 GMT6 months ago",Game #2700479, 2.28x,,,
605,"Date:  Wed, 01 Jan 2020 04:31:11 GMT6 months ago",Game #2700480, 1.25x,,,
606,"Date:  Wed, 01 Jan 2020 04:31:23 GMT6 months ago",Game #2700481, 1.37x,,,
607,"Date:  Wed, 01 Jan 2020 04:31:36 GMT6 months ago",Game #2700482, 2.49x,,,
608,"Date:  Wed, 01 Jan 2020 04:31:57 GMT6 months ago",Game #2700483, 2.22x,,,
609,"Date:  Wed, 01 Jan 2020 04:32:17 GMT6 months ago",Game #2700484, 2.68x,,,
610,"Date:  Wed, 01 Jan 2020 04:32:39 GMT6 months ago",Game #2700485, 2.28x,,,
611,"Date:  Wed, 01 Jan 2020 04:32:59 GMT6 months ago",Game #2700486, 3.67x,,,
612,"Date:  Wed, 01 Jan 2020 04:33:26 GMT6 months ago",Game #2700487, 111.44x,,,
613,"Date:  Wed, 01 Jan 2020 04:34:43 GMT6 months ago",Game #2700488, 6.25x,,,
614,"Date:  Wed, 01 Jan 2020 04:35:17 GMT6 months ago",Game #2700489, 10.63x,,,
615,"Date:  Wed, 01 Jan 2020 04:35:59 GMT6 months ago",Game #2700490, 1.22x,,,
616,"Date:  Wed, 01 Jan 2020 04:36:11 GMT6 months ago",Game #2700491, 1.46x,,,
617,"Date:  Wed, 01 Jan 2020 04:36:24 GMT6 months ago",Game #2700492, 1.94x,,,
618,"Date:  Wed, 01 Jan 2020 04:36:42 GMT6 months ago",Game #2700493, 8.64x,,,
619,"Date:  Wed, 01 Jan 2020 04:37:22 GMT6 months ago",Game #2700494, 5.11x,,,
620,"Date:  Wed, 01 Jan 2020 04:37:53 GMT6 months ago",Game #2700495, 1.04x,,,
621,"Date:  Wed, 01 Jan 2020 04:38:02 GMT6 months ago",Game #2700496, 15.79x,,,
622,"Date:  Wed, 01 Jan 2020 04:38:50 GMT6 months ago",Game #2700497, 64.25x,,,
623,NAN,NAN,NAN,,,
624,"Date:  Wed, 01 Jan 2020 04:40:17 GMT6 months ago",Game #2700499, 9.79x,,,
625,"Date:  Wed, 01 Jan 2020 04:40:59 GMT6 months ago",Game #2700500, 1.27x,,,
626,"Date:  Wed, 01 Jan 2020 04:41:10 GMT6 months ago",Game #2700501, 1.15x,,,
627,"Date:  Wed, 01 Jan 2020 04:41:21 GMT6 months ago",Game #2700502, 4.85x,,,
628,"Date:  Wed, 01 Jan 2020 04:41:52 GMT6 months ago",Game #2700503, 1.03x,,,
629,"Date:  Wed, 01 Jan 2020 04:42:00 GMT6 months ago",Game #2700504, 8.46x,,,
630,"Date:  Wed, 01 Jan 2020 04:42:40 GMT6 months ago",Game #2700505, 103.82x,,,
